1-0	4-nummod	3-nummod
215-25	26-det	26-det
215-26	24-dep	23-nmod
215-27	20-punct	20-punct
215-28	20-cc	20-cc
215-29	30-advmod	30-advmod
215-30	20-conj	20-conj
215-31	30-dobj	32-mark
215-32	31-dep	20-ccomp
215-33	34-advmod	35-advmod
215-34	32-advmod	35-advmod
215-35	32-advmod	32-advmod
215-36	1-punct	20-punct

216-0	22-nsubj	2-nsubj
216-1	22-aux	2-aux
216-2	22-dep	28-root
216-3	5-det	5-det
216-4	5-amod	5-amod
216-5	22-dobj	2-dobj
216-6	8-case	8-case
216-7	15-advmod	8-advmod
216-8	22-nmod	5-nmod
216-9	8-punct	8-punct
216-10	8-conj	8-nmod
216-11	8-punct	10-punct
216-12	8-conj	10-nmod
216-13	8-punct	12-punct
216-14	8-conj	12-nmod
216-15	8-cc	14-cc
216-16	8-conj	14-nmod
216-17	22-punct	22-punct
216-18	22-mark	22-mark
216-19	22-nsubj	22-nsubj
216-20	22-aux	22-aux
216-21	22-advmod	22-advmod
216-22	28-root	2-ccomp
216-23	26-case	26-case
216-24	26-det	26-det
216-25	26-amod	26-amod
216-26	22-nmod	22-nmod
216-27	22-punct	2-punct

217-0	2-cop	32-root
217-1	2-nsubj	32-root
217-2	32-root	32-root
217-3	2-dep	14-case
217-4	12-punct	14-punct
217-5	12-mark	14-mark
217-6	12-nsubj	14-nsubj
217-7	12-neg	14-advmod
217-8	12-advmod	14-advmod
217-9	12-cop	14-aux
217-10	12-det	12-det
217-11	12-amod	12-amod
217-12	3-dep	14-nsubj
217-13	14-nsubj	14-nsubj
217-14	6-aclCOLrelcl	2-conj
217-15	12-punct	14-punct
217-16	14-cc	14-cc
217-17	22-case	22-case
217-18	19-advmod	21-advmod
217-19	20-advmod	21-advmod
217-20	21-advmod	21-advmod
217-21	22-amod	22-amod
217-22	16-nmod	32-root
217-23	14-dobj	22-nmod
217-24	23-cc	23-cc
217-25	23-conj	23-nmod
217-26	23-punct	25-punct
217-27	23-conj	25-nmod
217-28	27-cc	27-cc
217-29	27-conj	27-nmod
217-30	2-punct	29-punct
217-31	2-punct	22-punct

218-0	3-root	3-root
218-1	0-nmodCOLloc	0-advmod
218-2	0-advmod	0-advmod

219-0	5-punct	11-punct
219-1	2-det	2-det
219-2	5-nsubj	11-root
219-3	5-cop	5-aux
219-4	5-advmod	5-advmod
219-5	11-root	2-amod
219-6	7-case	7-case
219-7	5-nmod	2-nmod
219-8	7-dep	9-caseCOLacc
219-9	8-nmod	7-nmod
219-10	5-punct	2-punct

220-0	37-dep	45-root
220-1	0-nmodCOLloc	4-advmod
220-2	5-dep	4-advmod
220-3	4-nsubj	4-nsubj
220-4	1-aclCOLrelcl	0-ccomp
220-5	4-nmodCOLloc	11-case
220-6	0-punct	11-punct
220-7	11-nsubjpass	11-nsubj
220-8	11-auxpass	11-aux
220-9	11-advmod	11-advmod
220-10	11-neg	11-advmod
220-11	0-conj	0-advcl
220-12	11-dep	45-root
220-13	12-dep	14-mark
220-14	13-dep	45-root
220-15	14-dobj	14-dobj
220-16	17-case	17-case
220-17	14-nmod	15-nmod
220-18	17-dep	24-mark
220-19	18-nmod	24-nsubj
220-20	24-punct	19-punct
220-21	24-nsubj	24-mark
220-22	24-neg	24-advmod
220-23	24-aux	24-aux
220-24	17-aclCOLrelcl	14-conj
220-25	24-dobj	29-nsubj
220-26	29-det	27-det
220-27	28-dep	29-nummod
220-28	29-amod	29-amod
220-29	24-dep	24-dobj
220-30	24-punct	24-punct
220-31	32-advmod	32-advmod
220-32	29-dep	24-dobj
220-33	34-case	34-case
220-34	32-nmod	37-nsubj
220-35	32-punct	34-punct
220-36	0-punct	37-punct
220-37	45-root	45-root
220-38	37-nsubj	37-dobj
220-39	41-punct	37-punct
220-40	41-nsubj	41-mark
220-41	38-aclCOLrelcl	45-root
220-42	41-dobj	41-dobj
220-43	41-advmod	41-advmod
220-44	41-punct	41-punct

221-0	5-punct	5-punct
221-1	5-nsubj	2-name
221-2	1-name	5-nsubj
221-3	5-cop	5-aux
221-4	5-det	5-det
221-5	7-root	7-root
221-6	5-punct	5-punct

222-0	2-nsubj	2-nsubj
222-1	2-cop	2-aux
222-2	30-root	10-amod
222-3	2-cc	2-cc
222-4	2-conj	2-conj
222-5	2-punct	2-punct
222-6	2-cc	2-cc
222-7	10-mark	10-mark
222-8	10-nsubj	10-nsubj
222-9	10-cop	10-aux
222-10	20-nsubj	20-nsubj
222-11	10-punct	10-punct
222-12	10-cc	10-cc
222-13	15-nsubj	20-nsubj
222-14	15-cop	20-aux
222-15	10-conj	16-name
222-16	15-name	18-nsubj
222-17	18-case	18-case
222-18	15-nmod	20-nsubj
222-19	15-punct	18-punct
222-20	2-conj	30-root
222-21	22-case	22-case
222-22	20-nmod	20-dobj
222-23	28-case	25-case
222-24	28-det	25-det
222-25	28-dep	22-nmod
222-26	28-dep	25-cc
222-27	28-det	28-det
222-28	22-nmod	22-nmod
222-29	2-punct	20-punct

223-0	1-nsubj	1-nsubj
223-1	12-root	12-root
223-2	3-amod	3-amod
223-3	1-dep	1-dobj
223-4	1-punct	1-punct
223-5	1-cc	1-cc
223-6	7-nsubj	7-nsubj
223-7	1-conj	1-ccomp
223-8	10-case	10-case
223-9	10-amod	10-amod
223-10	7-nmod	7-nmod
223-11	1-punct	1-punct

224-0	8-nsubj	3-nsubj
224-1	8-aux	3-aux
224-2	8-advmod	3-advmod
224-3	8-dep	11-root
224-4	3-dobj	3-nmod
224-5	8-cc	3-cc
224-6	8-aux	8-aux
224-7	8-advmod	8-advmod
224-8	11-root	3-conj
224-9	8-dobj	8-dobj
224-10	8-punct	3-punct

225-0	3-nsubj	3-nsubj
225-1	3-aux	3-aux
225-2	3-advmod	3-advmod
225-3	17-root	17-root
225-4	5-amod	5-amod
225-5	3-dobj	3-dobj
225-6	7-mark	7-case
225-7	2-amod	5-amod
225-8	3-punct	7-punct
225-9	3-cc	7-cc
225-10	11-nsubj	11-nsubj
225-11	3-conj	3-ccomp
225-12	13-advmod	11-advmod
225-13	15-case	14-case
225-14	15-nmodCOLposs	17-root
225-15	11-nmod	14-nmod
225-16	3-punct	14-punct

226-0	1-nsubj	1-nsubj
226-1	18-dep	25-root
226-2	1-advmod	3-advmod
226-3	5-amod	5-amod
226-4	5-amod	5-amod
226-5	1-dobj	7-nsubj
226-6	7-advmod	7-advmod
226-7	5-dep	1-advcl
226-8	7-dep	25-root
226-9	8-dep	10-mark
226-10	9-dep	25-root
226-11	10-dobj	10-dobj
226-12	15-case	15-case
226-13	15-det	15-det
226-14	15-amod	15-amod
226-15	10-nmod	11-nmod
226-16	1-punct	10-punct
226-17	1-punct	10-punct
226-18	25-root	25-root
226-19	18-nsubj	25-root
226-20	19-nmodCOLposs	19-nmod
226-21	22-punct	20-punct
226-22	19-appos	23-name
226-23	22-name	20-nmod
226-24	1-punct	19-punct

227-0	2-case	2-case
227-1	2-det	2-det
227-2	22-nmod	6-nmod
227-3	2-punct	6-punct
227-4	6-advmod	6-advmod
227-5	6-nsubj	6-nsubj
227-6	2-dep	8-advcl
227-7	6-dobj	8-mark
227-8	7-dep	42-root
227-9	6-punct	8-punct
227-10	22-aux	14-aux
227-11	22-nsubj	14-nsubj
227-12	11-name	14-nsubj
227-13	22-neg	14-advmod
227-14	22-dep	8-ccomp
227-15	16-case	16-case
227-16	14-nmod	14-nmod
227-17	22-punct	14-punct
227-18	22-punct	22-punct
227-19	22-advmod	22-advmod
227-20	22-aux	22-aux
227-21	22-nsubj	22-nsubj
227-22	42-root	14-conj
227-23	22-dobj	33-nsubj
227-24	27-case	27-case
227-25	27-det	27-det
227-26	27-amod	27-amod
227-27	22-nmod	33-nsubj
227-28	27-dep	33-case
227-29	33-punct	33-punct
227-30	33-mark	33-mark
227-31	33-nsubj	33-nsubj
227-32	33-advmod	33-advmod
227-33	28-dep	8-ccomp
227-34	35-case	35-case
227-35	33-nmod	33-dobj
227-36	40-case	40-case
227-37	40-det	40-det
227-38	40-amod	40-amod
227-39	40-amod	40-amod
227-40	35-nmod	35-nmod
227-41	22-punct	8-punct

228-0	1-amod	1-amod
228-1	2-root	2-root

229-0	11-root	11-root
229-1	2-name	11-root
229-2	9-nsubj	4-name
229-3	2-name	4-name
229-4	2-name	1-nmod
229-5	9-aux	9-aux
229-6	9-advmod	9-advmod
229-7	9-cop	9-aux
229-8	9-det	9-det
229-9	0-conj	1-nmod
229-10	0-punct	1-punct

230-0	1-nsubj	1-nsubj
230-1	10-root	6-cop
230-2	3-amod	3-amod
230-3	1-dobj	1-nmod
230-4	1-punct	1-punct
230-5	6-cop	6-aux
230-6	1-conj	8-amod
230-7	6-cc	6-cc
230-8	6-conj	10-root
230-9	1-punct	8-punct

231-0	5-nsubj	26-root
231-1	5-aux	26-root
231-2	5-cop	26-root
231-3	5-det	5-det
231-4	5-amod	5-amod
231-5	22-dep	26-root
231-6	10-case	26-root
231-7	10-det	8-det
231-8	10-dep	22-ccomp
231-9	10-amod	10-amod
231-10	5-nmod	8-dobj
231-11	10-punct	10-punct
231-12	15-nsubj	19-advmodCOLemph
231-13	15-advmod	19-advmod
231-14	15-aux	19-aux
231-15	10-aux	19-aux
231-16	19-det	19-det
231-17	18-advmod	18-advmod
231-18	19-amod	19-amod
231-19	15-dobj	10-nmod
231-20	15-punct	8-punct
231-21	5-punct	8-punct
231-22	26-root	26-root
231-23	22-nsubj	24-name
231-24	23-name	22-nmod
231-25	22-punct	22-punct

232-0	3-advmod	3-advmod
232-1	2-case	2-case
232-2	0-nmod	3-nmod
232-3	20-root	20-root
232-4	3-expl	5-advmodCOLemph
232-5	3-dobj	3-dobj
232-6	3-punct	3-punct
232-7	3-cc	3-cc
232-8	9-advmod	9-advmod
232-9	3-conj	20-root
232-10	9-nsubj	9-nmod
232-11	12-case	12-case
232-12	9-nmod	9-nmod
232-13	15-case	15-case
232-14	15-nummod	15-nummod
232-15	11-nmod	12-nmod
232-16	18-case	18-case
232-17	18-nummod	18-nummod
232-18	15-nmod	15-nmod
232-19	3-punct	9-punct

233-0	1-case	1-case
233-1	2-nmod	2-nsubj
233-2	13-root	13-root
233-3	2-nsubj	2-nmod
233-4	5-case	5-case
233-5	3-nmod	6-name
233-6	5-name	2-nmod
233-7	5-cc	6-cc
233-8	5-conj	9-name
233-9	8-name	2-nmod
233-10	2-dep	11-case
233-11	10-nummod	9-nummod
233-12	2-punct	2-punct

234-0	1-advmod	1-advmod
234-1	21-root	21-root
234-2	1-nsubj	1-nmod
234-3	2-punct	1-punct
234-4	2-conj	1-nmod
234-5	2-punct	1-punct
234-6	2-conj	1-nmod
234-7	2-punct	6-punct
234-8	2-conj	1-nmod
234-9	2-cc	1-cc
234-10	11-dep	21-root
234-11	12-advmod	10-advmod
234-12	16-dep	21-root
234-13	12-dep	21-root
234-14	13-nmod	13-nummod
234-15	16-punct	13-punct
234-16	2-conj	13-nmod
234-17	16-punct	13-punct
234-18	19-case	19-case
234-19	16-nmod	13-nmod
234-20	1-punct	13-punct

235-0	1-det	12-det
235-1	3-nsubj	12-amod
235-2	3-cop	12-aux
235-3	14-root	5-name
235-4	3-punct	3-punct
235-5	3-conj	7-name
235-6	3-punct	5-punct
235-7	3-conj	9-name
235-8	3-cc	7-cc
235-9	3-conj	12-name
235-10	11-case	11-case
235-11	9-nmod	12-name
235-12	11-name	14-root
235-13	3-punct	12-punct

236-0	11-nsubj	3-nsubj
236-1	11-aux	3-aux
236-2	11-advmod	3-advmod
236-3	11-dep	35-root
236-4	11-punct	11-punct
236-5	11-mark	11-mark
236-6	11-nsubj	9-name
236-7	8-case	8-case
236-8	6-nmod	9-name
236-9	8-name	11-nsubj
236-10	11-aux	11-aux
236-11	35-root	3-ccomp
236-12	13-det	13-det
236-13	11-dobj	11-dobj
236-14	11-punct	11-punct
236-15	18-advmod	35-root
236-16	18-nsubjpass	35-root
236-17	18-auxpass	35-root
236-18	13-cop	35-root
236-19	20-advmod	20-advmod
236-20	18-nmodCOLloc	35-root
236-21	24-case	35-root
236-22	24-det	23-det
236-23	24-dep	35-root
236-24	20-nmod	23-dobj
236-25	18-punct	23-punct
236-26	11-cc	23-cc
236-27	28-nsubj	28-nsubj
236-28	11-conj	23-ccomp
236-29	28-dobj	28-dobj
236-30	11-cc	28-cc
236-31	11-conj	23-ccomp
236-32	31-advmod	33-advmod
236-33	31-dobj	31-nmod
236-34	11-punct	23-punct

237-0	1-nsubj	4-root
237-1	4-root	0-conj
237-2	1-dobj	1-nmod
237-3	1-punct	0-punct

238-0	1-nsubj	1-nsubj
238-1	17-root	17-root
238-2	1-dobj	1-nmod
238-3	5-case	5-case
238-4	5-nummod	5-nummod
238-5	1-nmod	2-nmod
238-6	1-punct	1-punct
238-7	1-cc	1-cc
238-8	10-nsubj	9-name
238-9	8-name	10-nsubj
238-10	1-conj	1-ccomp
238-11	15-case	14-case
238-12	14-advmod	14-advmod
238-13	14-nummod	14-nummod
238-14	15-nmodCOLposs	17-root
238-15	10-nmod	14-nmod
238-16	1-punct	14-punct

239-0	2-det	1-det
239-1	2-amod	2-amod
239-2	3-root	3-root

240-0	1-nsubj	1-nsubj
240-1	10-root	10-root
240-2	1-dobj	1-dobj
240-3	2-dep	10-root
240-4	7-punct	7-punct
240-5	7-mark	7-mark
240-6	7-nsubj	7-nsubj
240-7	3-dep	10-root
240-8	7-dobj	7-nmod
240-9	1-punct	7-punct

241-0	1-nsubj	1-nsubj
241-1	19-root	19-root
241-2	1-dobj	1-dobj
241-3	1-dep	5-case
241-4	3-dep	5-mark
241-5	4-dep	1-conj
241-6	5-dobj	19-root
241-7	8-case	8-case
241-8	5-nmod	19-root
241-9	15-case	12-case
241-10	15-det	12-det
241-11	15-amod	12-amod
241-12	15-dep	8-nmod
241-13	15-advmod	15-advmod
241-14	15-nummod	15-nummod
241-15	5-nmod	12-nmod
241-16	17-case	17-case
241-17	15-nmod	15-nmod
241-18	1-punct	8-punct

242-0	1-advmod	1-advmod
242-1	18-root	18-root
242-2	4-nmodCOLposs	3-name
242-3	2-name	4-nsubj
242-4	1-nsubj	1-dobj
242-5	8-punct	8-punct
242-6	8-mark	8-mark
242-7	8-nsubj	8-nsubj
242-8	1-dep	1-ccomp
242-9	8-cc	8-cc
242-10	8-conj	18-root
242-11	14-advmod	13-advmod
242-12	10-dobj	13-name
242-13	12-name	10-nmod
242-14	12-cc	13-cc
242-15	12-conj	16-nsubj
242-16	10-advmod	10-advmod
242-17	1-punct	10-punct

243-0	1-case	1-case
243-1	5-nmod	5-nsubj
243-2	5-auxpass	5-aux
243-3	5-nsubjpass	5-nsubj
243-4	5-auxpass	5-aux
243-5	26-root	26-root
243-6	5-nmodCOLloc	5-advmod
243-7	8-case	8-case
243-8	6-nmod	5-dobj
243-9	10-case	10-case
243-10	8-nmod	5-dobj
243-11	15-punct	15-punct
243-12	15-mark	15-mark
243-13	15-nsubj	15-nsubj
243-14	15-cop	15-aux
243-15	3-dep	5-dobj
243-16	15-punct	5-punct
243-17	18-amod	18-amod
243-18	15-conj	5-dobj
243-19	15-cc	18-cc
243-20	15-conj	18-nmod
243-21	15-punct	24-punct
243-22	15-nsubj	24-nsubj
243-23	22-nmod	24-nsubj
243-24	15-neg	5-advmod
243-25	5-punct	5-punct

244-0	10-nsubj	5-nsubj
244-1	10-aux	5-aux
244-2	10-advmod	5-advmod
244-3	5-cop	5-aux
244-4	5-advmod	5-advmod
244-5	10-amod	27-root
244-6	10-punct	10-punct
244-7	10-mark	10-mark
244-8	10-nsubj	10-nsubj
244-9	10-aux	10-aux
244-10	27-root	5-conj
244-11	14-punct	14-punct
244-12	14-mark	14-mark
244-13	14-nsubj	14-nmod
244-14	10-dobj	5-conj
244-15	16-amod	16-amod
244-16	14-dobj	14-dobj
244-17	18-punct	14-punct
244-18	14-dep	14-conj
244-19	18-dobj	27-root
244-20	21-case	21-case
244-21	18-nmod	27-root
244-22	25-case	25-case
244-23	25-det	25-det
244-24	25-amod	25-amod
244-25	20-nmod	21-nmod
244-26	10-punct	21-punct

245-0	3-mark	3-mark
245-1	3-nsubj	3-nsubj
245-2	3-aux	3-aux
245-3	40-root	40-root
245-4	3-dobj	5-neg
245-5	4-dep	3-conj
245-6	5-dobj	12-nsubj
245-7	6-nmod	12-nsubj
245-8	6-cc	7-cc
245-9	6-conj	12-nsubj
245-10	5-punct	9-punct
245-11	5-dep	12-advmodCOLemph
245-12	11-dep	5-dobj
245-13	16-punct	12-punct
245-14	16-expl	16-mark
245-15	31-advmod	16-advmod
245-16	12-aclCOLrelcl	40-root
245-17	16-dobj	16-dobj
245-18	19-case	19-case
245-19	17-nmod	17-nmod
245-20	16-punct	19-punct
245-21	19-conj	19-nmod
245-22	19-punct	16-punct
245-23	24-amod	24-amod
245-24	19-conj	16-dobj
245-25	19-punct	24-punct
245-26	19-conj	24-nmod
245-27	19-punct	26-punct
245-28	29-punct	26-punct
245-29	19-conj	26-nmod
245-30	29-punct	16-punct
245-31	19-cc	16-cc
245-32	34-punct	34-punct
245-33	34-nsubj	34-nsubj
245-34	19-conj	16-advcl
245-35	34-punct	37-punct
245-36	37-nsubj	37-nsubj
245-37	19-conj	34-advcl
245-38	34-punct	37-punct
245-39	3-punct	16-punct

246-0	11-root	11-root
246-1	6-nsubj	11-root
246-2	3-case	3-case
246-3	1-nmod	11-root
246-4	6-cop	11-root
246-5	6-amod	6-amod
246-6	0-conj	11-root
246-7	8-amod	8-amod
246-8	6-dep	6-nmod
246-9	8-advmod	6-advmod
246-10	0-punct	6-punct

247-0	1-nsubj	1-nsubj
247-1	22-root	11-advcl
247-2	1-amod	4-amod
247-3	2-advmod	4-advmod
247-4	1-dobj	1-dobj
247-5	4-dep	6-case
247-6	7-advmod	8-advmod
247-7	5-dep	8-mark
247-8	7-dep	1-ccomp
247-9	8-compoundCOLprt	8-advmod
247-10	8-cc	8-cc
247-11	8-conj	16-advcl
247-12	16-punct	16-punct
247-13	16-mark	16-mark
247-14	16-nsubj	16-nsubj
247-15	16-aux	16-aux
247-16	1-dep	22-root
247-17	16-dobj	20-advmodCOLemph
247-18	20-cop	20-aux
247-19	20-amod	20-amod
247-20	17-dep	16-nmod
247-21	1-punct	16-punct

248-0	3-advmod	3-advmod
248-1	3-aux	3-aux
248-2	3-expl	3-mark
248-3	32-root	32-root
248-4	5-case	5-case
248-5	3-nmod	3-dobj
248-6	5-cc	5-cc
248-7	5-conj	5-nmod
248-8	9-punct	3-punct
248-9	3-dep	32-root
248-10	9-dep	11-mark
248-11	10-dep	32-root
248-12	11-dobj	11-dobj
248-13	11-dep	15-case
248-14	13-dep	15-mark
248-15	14-dep	11-ccomp
248-16	9-punct	15-punct
248-17	18-det	18-det
248-18	15-dobj	32-root
248-19	18-punct	18-punct
248-20	15-amod	18-advmod
248-21	15-cc	18-cc
248-22	15-conj	18-conj
248-23	22-dobj	32-root
248-24	22-dep	32-root
248-25	27-det	27-det
248-26	27-amod	27-amod
248-27	24-dep	32-root
248-28	30-case	30-case
248-29	30-det	30-det
248-30	27-nmod	27-nmod
248-31	3-punct	27-punct

249-0	3-nsubj	3-nsubj
249-1	3-cop	3-aux
249-2	3-advmod	3-advmod
249-3	5-root	5-root
249-4	3-punct	3-punct

250-0	5-nsubj	8-nsubj
250-1	5-aux	8-aux
250-2	5-dep	8-case
250-3	2-advmod	8-advmod
250-4	5-cop	8-aux
250-5	34-root	8-advmod
250-6	5-dep	8-case
250-7	6-dep	8-mark
250-8	7-dep	34-root
250-9	8-cc	8-cc
250-10	8-conj	8-ccomp
250-11	12-case	12-case
250-12	8-nmod	10-dobj
250-13	12-dep	28-mark
250-14	16-det	16-det
250-15	16-amod	16-amod
250-16	13-dep	28-nsubj
250-17	20-case	20-case
250-18	20-det	20-det
250-19	20-amod	20-amod
250-20	16-nmod	16-nmod
250-21	7-punct	16-punct
250-22	7-cc	16-cc
250-23	24-amod	24-amod
250-24	7-conj	16-nmod
250-25	24-dep	28-case
250-26	28-mark	28-mark
250-27	28-nsubj	28-nsubj
250-28	25-dep	10-ccomp
250-29	32-advmod	28-advmod
250-30	29-cc	28-cc
250-31	29-conj	32-advmod
250-32	28-dep	28-ccomp
250-33	5-punct	8-punct

251-0	5-punct	5-punct
251-1	5-nsubj	5-nsubj
251-2	5-cop	5-aux
251-3	5-det	5-det
251-4	5-amod	5-amod
251-5	7-root	7-root
251-6	5-punct	5-punct

252-0	7-root	2-cc
252-1	2-nsubj	2-nsubj
252-2	0-conj	7-root
252-3	2-neg	4-advmod
252-4	2-dobj	2-advmod
252-5	0-punct	2-punct
252-6	0-punct	2-punct

253-0	15-root	15-root
253-1	2-case	2-case
253-2	0-nmod	0-nmod
253-3	0-cop	15-root
253-4	0-nsubj	5-name
253-5	4-name	15-root
253-6	10-punct	5-punct
253-7	10-nsubj	15-root
253-8	10-advmod	15-root
253-9	10-cop	15-root
253-10	4-aclCOLrelcl	15-root
253-11	12-case	12-case
253-12	10-nmod	13-name
253-13	12-name	10-nmod
253-14	0-punct	10-punct

254-0	3-nsubj	9-nsubj
254-1	3-aux	9-aux
254-2	3-cop	9-aux
254-3	20-root	5-advmod
254-4	3-dep	5-case
254-5	8-advmod	9-advmod
254-6	7-case	7-case
254-7	5-nmod	9-nsubj
254-8	4-dep	9-mark
254-9	8-dep	20-root
254-10	18-punct	18-punct
254-11	18-mark	18-mark
254-12	14-advmod	13-advmod
254-13	18-nsubj	15-name
254-14	13-cc	13-cc
254-15	13-conj	18-nsubj
254-16	18-cop	18-aux
254-17	18-amod	18-amod
254-18	9-dobj	9-nmod
254-19	3-punct	9-punct

255-0	2-nmodCOLposs	3-nsubj
255-1	2-amod	2-amod
255-2	3-nsubj	3-nsubj
255-3	26-root	10-ccomp
255-4	5-case	5-case
255-5	3-nmod	3-nmod
255-6	3-punct	3-punct
255-7	10-nsubj	3-nmod
255-8	10-aux	10-aux
255-9	10-advmod	10-advmod
255-10	3-dep	26-root
255-11	10-dobj	19-nsubj
255-12	11-dep	19-nsubj
255-13	11-nmodCOLposs	12-nmod
255-14	15-punct	13-punct
255-15	11-appos	13-nmod
255-16	15-punct	12-punct
255-17	10-dep	19-case
255-18	17-dep	19-mark
255-19	18-dep	10-conj
255-20	19-dobj	26-root
255-21	22-case	22-case
255-22	19-nmod	26-root
255-23	24-case	24-case
255-24	21-nmod	22-nmod
255-25	10-punct	22-punct

256-0	1-name	6-nsubj
256-1	10-root	2-name
256-2	1-name	0-nmod
256-3	1-punct	0-punct
256-4	6-punct	6-punct
256-5	6-nsubj	6-nsubj
256-6	1-dep	10-root
256-7	6-neg	8-advmod
256-8	6-dobj	6-advmod
256-9	6-punct	6-punct

257-0	29-root	2-cc
257-1	2-nsubj	2-nsubj
257-2	0-conj	29-root
257-3	2-advmod	2-advmod
257-4	10-punct	12-punct
257-5	10-mark	12-mark
257-6	10-nsubj	12-nsubj
257-7	10-cop	12-aux
257-8	10-det	10-det
257-9	10-amod	10-amod
257-10	2-dep	12-nsubj
257-11	10-nmod	12-mark
257-12	11-dep	2-ccomp
257-13	12-nmodCOLloc	12-advmod
257-14	15-case	15-case
257-15	13-nmod	12-dobj
257-16	12-dep	19-case
257-17	10-punct	16-punct
257-18	10-cc	16-cc
257-19	20-nsubj	20-nsubj
257-20	10-conj	2-ccomp
257-21	20-advmod	29-root
257-22	20-advmod	29-root
257-23	20-dobj	29-root
257-24	25-advmod	26-advmod
257-25	26-case	26-case
257-26	20-nmod	23-nmod
257-27	0-punct	26-punct
257-28	0-punct	23-punct

258-0	1-nsubj	1-nsubj
258-1	9-root	9-root
258-2	3-nummod	3-nummod
258-3	1-dobj	1-nmod
258-4	0-dep	5-mark
258-5	4-dep	1-ccomp
258-6	7-det	7-det
258-7	5-dobj	5-nmod
258-8	1-punct	1-punct

259-0	7-nsubj	5-nsubj
259-1	5-punct	0-punct
259-2	5-dobj	5-mark
259-3	5-nsubj	5-nsubj
259-4	5-neg	5-advmod
259-5	0-aclCOLrelcl	7-advcl
259-6	5-punct	5-punct
259-7	18-root	18-root
259-8	13-punct	13-punct
259-9	13-mark	13-mark
259-10	13-nsubj	13-nsubj
259-11	13-advmod	13-advmod
259-12	13-aux	13-aux
259-13	7-dep	7-conj
259-14	13-dobj	16-nmod
259-15	16-case	16-case
259-16	13-nmod	13-nmod
259-17	7-punct	7-punct

260-0	2-det	2-det
260-1	2-amod	2-amod
260-2	3-nsubj	3-nsubj
260-3	21-root	21-root
260-4	3-compoundCOLprt	3-advmod
260-5	6-punct	3-punct
260-6	3-advmod	8-advmod
260-7	8-nsubj	8-nsubj
260-8	6-dep	3-ccomp
260-9	8-nmodCOLloc	8-advmod
260-10	8-cc	8-cc
260-11	8-conj	3-ccomp
260-12	13-case	13-case
260-13	11-nmod	11-nmod
260-14	18-punct	18-punct
260-15	18-mark	18-mark
260-16	18-nsubj	18-nsubj
260-17	18-advmod	18-advmod
260-18	8-dep	21-root
260-19	18-dobj	18-nmod
260-20	3-punct	18-punct

261-0	1-advmod	1-advmod
261-1	22-root	11-advcl
261-2	1-nsubj	1-nmod
261-3	4-case	4-case
261-4	1-nmod	1-nmod
261-5	6-case	6-case
261-6	1-nmod	4-nmod
261-7	8-punct	11-punct
261-8	1-advmod	11-advmod
261-9	11-nsubj	11-nsubj
261-10	11-aux	11-aux
261-11	8-dep	22-root
261-12	15-punct	15-punct
261-13	15-mark	15-mark
261-14	15-advmod	15-advmod
261-15	11-dobj	22-root
261-16	15-nsubj	15-nmod
261-17	18-case	18-case
261-18	15-nmod	15-nmod
261-19	15-dep	20-advmodCOLemph
261-20	19-dep	18-nmod
261-21	1-punct	15-punct

262-0	3-advmod	3-advmod
262-1	3-auxpass	3-aux
262-2	3-nsubjpass	3-nsubj
262-3	14-root	14-root
262-4	5-case	5-case
262-5	3-nmod	3-dobj
262-6	10-punct	10-punct
262-7	10-mark	10-mark
262-8	10-nsubj	10-nsubj
262-9	10-advmod	10-advmod
262-10	3-dep	3-ccomp
262-11	12-case	12-case
262-12	10-nmod	10-nmod
262-13	3-punct	3-punct

263-0	10-root	10-root
263-1	4-mark	10-mark
263-2	4-nsubj	10-root
263-3	4-cop	4-aux
263-4	6-amod	2-conj
263-5	4-punct	2-punct
263-6	0-conj	2-conj
263-7	6-nsubj	6-dobj
263-8	6-nmodCOLloc	6-advmod
263-9	0-punct	2-punct

264-0	11-nsubj	13-root
264-1	3-case	3-case
264-2	3-amod	3-amod
264-3	0-nmod	0-nmod
264-4	5-case	5-case
264-5	3-nmod	3-nmod
264-6	5-cc	5-cc
264-7	5-conj	3-nmod
264-8	11-cop	11-aux
264-9	11-neg	11-advmod
264-10	11-advmod	11-advmod
264-11	13-root	3-amod
264-12	11-punct	0-punct

265-0	3-advmod	3-advmod
265-1	3-auxpass	3-aux
265-2	3-expl	3-mark
265-3	49-root	49-root
265-4	7-det	7-det
265-5	7-amod	7-amod
265-6	7-amod	7-amod
265-7	3-dobj	3-dobj
265-8	3-advmod	10-advmod
265-9	10-case	10-case
265-10	8-nmod	7-nmod
265-11	12-case	12-case
265-12	10-nmod	10-nmod
265-13	3-dep	14-case
265-14	13-nummod	12-nummod
265-15	3-punct	3-punct
265-16	3-cc	3-cc
265-17	19-dep	18-case
265-18	17-nummod	39-nsubj
265-19	3-conj	18-conj
265-20	19-nsubj	39-nsubj
265-21	23-nmodCOLposs	39-nsubj
265-22	23-amod	23-amod
265-23	19-iobj	21-nmod
265-24	27-punct	21-punct
265-25	26-amod	26-amod
265-26	27-name	39-nsubj
265-27	23-appos	28-name
265-28	27-name	26-nmod
265-29	27-punct	28-punct
265-30	19-dobj	26-nmod
265-31	30-dep	33-advmodCOLemph
